accession,organism,suspected_status,confidence,evidence_source,evidence_text,voucher,refseq_source_accession,source_accession_in_mycomap_list,dikarya_jobs_containing,example_tip_label,ncbi_url
NR_198386,Elaphomyces americanus,holotype,high,GenBank /type_material qualifier,holotype of Elaphomyces americanus,OSC:81113,OQ357422,yes,1,NR_198386 Elaphomyces americanus OSC:81113 West Virginia US,https://www.ncbi.nlm.nih.gov/nuccore/NR_198386
NR_198414,Meruliopsis crystallina,holotype,high,GenBank /type_material qualifier,holotype of Meruliopsis crystallina,HMAS:LWZ20190726-28,OQ540906,yes,1,NR_198414 Meruliopsis crystallina HMAS:LWZ20190726-28,https://www.ncbi.nlm.nih.gov/nuccore/NR_198414
NR_198415,Lepiota baiyunensis,holotype,high,GenBank /type_material qualifier,holotype of Lepiota baiyunensis,GDGM:91089,OQ547186,yes,1,NR_198415 Lepiota baiyunensis GDGM 91089 from TYPE material China,https://www.ncbi.nlm.nih.gov/nuccore/NR_198415
NR_198420,Xylodon neotropicus,holotype,high,GenBank /type_material qualifier,holotype of Xylodon neotropicus,H:7075552,OQ645479,yes,1,NR_198420 Xylodon neotropicus H:7075552 Brazil,https://www.ncbi.nlm.nih.gov/nuccore/NR_198420
NR_198431,Xenasmatella hjortstamii,holotype,high,GenBank /type_material qualifier,holotype of Xenasmatella hjortstamii,HMAS:257912,OQ738200,yes,1,NR_198431 Xenasmatella hjortstamii HMAS:257912,https://www.ncbi.nlm.nih.gov/nuccore/NR_198431
NR_198435,Conocybe reniformis,holotype,high,GenBank /type_material qualifier,holotype of Conocybe reniformis,HMJAU:64942,OQ758108,yes,1,NR_198435 Conocybe reniformis HMJAU:64942,https://www.ncbi.nlm.nih.gov/nuccore/NR_198435
NR_198438,Conocybe hydrophila,holotype,high,GenBank /type_material qualifier,holotype of Conocybe hydrophila,HMJAU:64954,OQ758116,yes,1,NR_198438 Conocybe hydrophila HMJAU:64954,https://www.ncbi.nlm.nih.gov/nuccore/NR_198438
NR_198472,Camillea cribellum,holotype,high,GenBank /type_material qualifier,holotype of Camillea cribellum,HAST:145953,OQ871491,yes,1,NR_198472 Camillea cribellum HAST:145953 French Guiana,https://www.ncbi.nlm.nih.gov/nuccore/NR_198472
NR_198473,Camillea nitida,holotype,high,GenBank /type_material qualifier,holotype of Camillea nitida,HAST:145961,OQ871492,yes,1,NR_198473 Camillea nitida HAST:145961 French Guiana,https://www.ncbi.nlm.nih.gov/nuccore/NR_198473
NR_198480,Fanglania parasitica,holotype,high,GenBank /type_material qualifier,holotype of Fanglania parasitica,BJTC:201958,OQ944274,yes,1,NR_198480 Fanglania parasitica BJTC:201958 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_198480
NR_198482,Rhytisma japonicum,holotype,high,GenBank /type_material qualifier,holotype of Rhytisma japonicum,BJTC:201943,OQ944276,yes,1,NR_198482 Rhytisma japonicum BJTC:201943 Japan,https://www.ncbi.nlm.nih.gov/nuccore/NR_198482
NR_198496,Lepiota brunneopileata,holotype,high,GenBank /type_material qualifier,holotype of Lepiota brunneopileata,LAH:37842,OQ970543,yes,1,NR_198496 Lepiota brunneopileata LAH:37842 Pakistan,https://www.ncbi.nlm.nih.gov/nuccore/NR_198496
NR_198498,Rickenella umbelliformis,holotype,high,GenBank /type_material qualifier,holotype of Rickenella umbelliformis,SFC:20150701-65,OQ996173,yes,1,NR_198498 Rickenella umbelliformis SFC:20150701-65 South Korea,https://www.ncbi.nlm.nih.gov/nuccore/NR_198498
NR_198519,Asterostroma yunnanense,holotype,high,GenBank /type_material qualifier,holotype of Asterostroma yunnanense,SWFC:CLZhao22781,OR048809,yes,1,NR_198519.1 Asterostroma yunnanense SWFC CLZhao22781 ITS region; from TYPE material,https://www.ncbi.nlm.nih.gov/nuccore/NR_198519
NR_198542,Hydnoporia pinicola,holotype,high,GenBank /type_material qualifier,holotype of Hydnoporia pinicola,SWFC:Zhao27180,OR094496,yes,1,NR_198542 Hydnoporia pinicola SWFC:Zhao27180 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_198542
NR_198553,Cabalodontia lincangense,holotype,high,GenBank /type_material qualifier,holotype of Steccherinum lincangense,SWFC:Zhao24988,OR096196,yes,1,NR_198553 Steccherinum lincangense SWFC:Zhao24988 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_198553
NR_198575,Xylodon bamburesupinus,holotype,high,GenBank /type_material qualifier,holotype of Xylodon bamburesupinus,SWFC:Zhao23088,OR167773,yes,1,NR_198575 Xylodon bamburesupinus SWFC:Zhao23088 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_198575
NR_198605,Inocybe pseudomytiliodora,holotype,high,GenBank /type_material qualifier,holotype of Inocybe pseudomytiliodora,L:4343913,OR387050,yes,1,NR_198605 Inocybe pseudomytiliodora L:4343913 Netherlands,https://www.ncbi.nlm.nih.gov/nuccore/NR_198605
NR_198615,Coprinellus velutipes,holotype,high,GenBank /type_material qualifier,holotype of Coprinellus velutipes,HMJAU:67124,OR436396,yes,1,NR_198615 Coprinellus velutipes HMJAU:67124 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_198615
NR_198623,Crustomyces juniperi,holotype,high,GenBank /type_material qualifier,holotype of Crustomyces juniperi,HMAS:LWZ20180905-5,OR557241,yes,1,NR_198623.1 Crustomyces juniperi HMAS LWZ20180905-5 ITS region; from TYPE material,https://www.ncbi.nlm.nih.gov/nuccore/NR_198623
NR_198624,Crustomyces scytinostromoides,holotype,high,GenBank /type_material qualifier,holotype of Crustomyces scytinostromoides,HMAS:LWZ20190808-14b,OR557244,yes,1,NR_198624.1 Crustomyces scytinostromoides HMAS LWZ20190808-14b ITS region; from TYPE material,https://www.ncbi.nlm.nih.gov/nuccore/NR_198624
NR_198628,Botryobasidium coniferarum,holotype,high,GenBank /type_material qualifier,holotype of Botryobasidium coniferarum,HMAS:LWZ20210928-3,OR557259,yes,1,NR_198628 Botryobasidium coniferarum HMAS:LWZ20210928-3,https://www.ncbi.nlm.nih.gov/nuccore/NR_198628
NR_198637,Volvariella latispora,holotype,high,GenBank /type_material qualifier,holotype of Volvariella latispora,AH:49362,OR671197,yes,1,NR_198637 Volvariella latispora AH:49362 Segovia ES,https://www.ncbi.nlm.nih.gov/nuccore/NR_198637
NR_198675,Hydnum sinorepandum,holotype,high,GenBank /type_material qualifier,holotype of Hydnum sinorepandum,GDGM:82445,OR947122,yes,1,NR_198675 Hydnum sinorepandum GDGM:82445 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_198675
NR_198680,Conobolbitina micheliana,holotype,high,GenBank /type_material qualifier,holotype of Conobolbitina micheliana,HMJAU:65015,OR995677,yes,1,NR_198680 Conobolbitina micheliana HMJAU:65015,https://www.ncbi.nlm.nih.gov/nuccore/NR_198680
NR_198709,Gymnopus brunneostipitatus,holotype,high,GenBank /type_material qualifier,holotype of Gymnopus brunneostipitatus,HMJAU:60412,PP151535,yes,1,NR_198709 Gymnopus brunneostipitatus HMJAU:60412 Yunnan CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_198709
NR_198710,Gymnopus conifericola,holotype,high,GenBank /type_material qualifier,holotype of Gymnopus conifericola,HMJAU:60414,PP151543,yes,1,NR_198710 Gymnopus conifericola HMJAU:60414 Yunnan CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_198710
NR_198721,Inocybe sabuligena,holotype,high,GenBank /type_material qualifier,holotype of Inocybe sabuligena,AH:48210,PP262648,yes,1,NR_198721 Inocybe sabuligena AH:48210 Guadalajara ES,https://www.ncbi.nlm.nih.gov/nuccore/NR_198721
NR_198725,Pseudosperma pacis,holotype,high,GenBank /type_material qualifier,holotype of Pseudosperma pacis,STU:SMNS-STU-F-0901830,PP274009,yes,1,NR_198725 Pseudosperma pacis STU:SMNS-STU-F-0901830 Germany,https://www.ncbi.nlm.nih.gov/nuccore/NR_198725
NR_198728,Inocybe donata,holotype,high,GenBank /type_material qualifier,holotype of Inocybe donata,STU:SMNS-STU-F-0901821,PP274019,yes,1,NR_198728 Inocybe donata STU:SMNS-STU-F-0901821 Germany,https://www.ncbi.nlm.nih.gov/nuccore/NR_198728
NR_198750,Pluteus nigritus,holotype,high,GenBank /type_material qualifier,holotype of Pluteus nigritus,LE<RUS>:F-347544,PP583797,yes,1,NR_198750 Pluteus nigritus LE:F-347544 Russia,https://www.ncbi.nlm.nih.gov/nuccore/NR_198750
NR_198762,Xylodon wumengshanensis,holotype,high,GenBank /type_material qualifier,holotype of Xylodon wumengshanensis,SWFC:CLZhao32517,PP645439,yes,1,NR_198762 Xylodon wumengshanensis SWFC:CLZhao32517 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_198762
NR_198773,Erysiphe pavoniae,holotype,high,GenBank /type_material qualifier,holotype of Oidium pavoniae,HAL:1432 F,PP681000,yes,1,NR_198773 Erysiphe pavoniae HAL 1432 F from TYPE material,https://www.ncbi.nlm.nih.gov/nuccore/NR_198773
NR_198802,Clavulina pallida,holotype,high,GenBank /type_material qualifier,holotype of Clavulina pallida,BJTC:C669,PP835329,yes,1,NR_198802 Clavulina pallida BJTC:C669 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_198802
NR_198803,Clavulina chengdeensis,holotype,high,GenBank /type_material qualifier,holotype of Clavulina chengdeensis,BJTC:TX646,PP835331,yes,1,NR_198803 Clavulina chengdeensis BJTC:TX646 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_198803
NR_198812,Rhizopogon lutescens,holotype,high,GenBank /type_material qualifier,holotype of Rhizopogon lutescens,MICH:5463,PP849548,yes,1,NR_198812 Rhizopogon lutescens MICH:5463 Idaho US,https://www.ncbi.nlm.nih.gov/nuccore/NR_198812
NR_198815,Rhizopogon inversus,holotype,high,GenBank /type_material qualifier,holotype of Rhizopogon inversus,MICH:36478,PP849561,yes,1,NR_198815 Rhizopogon inversus MICH:36478 New Mexico US,https://www.ncbi.nlm.nih.gov/nuccore/NR_198815
NR_198828,Mycena rubidofusca,holotype,high,GenBank /type_material qualifier,holotype of Mycena rubidofusca,AH:22265,PP868156,yes,1,NR_198828 Mycena rubidofusca AH:22265 Spain,https://www.ncbi.nlm.nih.gov/nuccore/NR_198828
NR_198834,Geosmithia capensis,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Geosmithia capensis,CMW:64002,PQ032691,yes,1,NR_198834 Geosmithia capensis Western Cape ZA,https://www.ncbi.nlm.nih.gov/nuccore/NR_198834
NR_199089,Inocybe praefarinacea,holotype,high,GenBank /type_material qualifier,holotype of Hebeloma praefarinaceum,TENN:F-021176,OP162984,yes,1,NR_199089 Inocybe praefarinacea TENN F-021176 from TYPE material,https://www.ncbi.nlm.nih.gov/nuccore/NR_199089
NR_199091,Thaxterogaster melleoamarus,holotype,high,GenBank /type_material qualifier,holotype of Thaxterogaster melleoamarus,H:7001075,OQ382911,yes,1,"NR_199091.1 Thaxterogaster melleoamarus specimen_voucher H:7001075 USA: Washington, SE of Seattle, SE of Fairwood centre, SE of Lake Youngs, Shadow Lake holotype",https://www.ncbi.nlm.nih.gov/nuccore/NR_199091
NR_199094,Thaxterogaster lodgeae,holotype,high,GenBank /type_material qualifier,holotype of Thaxterogaster lodgeae,WTU:DPL-11732,PP094940,yes,1,NR_199094 Thaxterogaster lodgeae WTU:DPL-11732 Texas US,https://www.ncbi.nlm.nih.gov/nuccore/NR_199094
NR_199118,Caligospora panamaensis,holotype,high,GenBank /type_material qualifier,holotype of Caligospora panamaensis,CBS:H-25470,PQ498941,yes,1,NR_199118 Caligospora panamaensis CBS:H-25470 Bukidnon PH,https://www.ncbi.nlm.nih.gov/nuccore/NR_199118
NR_199121,Iodophanus taxi,holotype,high,GenBank /type_material qualifier,holotype of Iodophanus taxi,CBS:H-25481,PQ498948,yes,1,NR_199121 Iodophanus taxi CBS:H-25481 Belgium,https://www.ncbi.nlm.nih.gov/nuccore/NR_199121
NR_199221,Infundibulicybe phaeocentralis,holotype,high,GenBank /type_material qualifier,holotype of Infundibulicybe phaeocentralis,BJTC:FM2899,PP492487,yes,1,NR_199221 Infundibulicybe phaeocentralis BJTC:FM2899 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_199221
NR_199224,Ramaria platyrugosa,holotype,high,GenBank /type_material qualifier,holotype of Ramaria platyrugosa,BJTC:FM3526,PP537925,yes,1,NR_199224 Ramaria platyrugosa BJTC:FM3526 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_199224
NR_199226,Ramaria cyanophila,holotype,high,GenBank /type_material qualifier,holotype of Ramaria cyanophila,BJTC:FM2557,PP537933,yes,1,NR_199226 Ramaria cyanophila BJTC:FM2557 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_199226
NR_199227,Ramaria lingkongshanensis,holotype,high,GenBank /type_material qualifier,holotype of Ramaria lingkongshanensis,BJTC:FM1723,PP537934,yes,1,NR_199227 Ramaria lingkongshanensis BJTC:FM1723 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_199227
NR_199240,Albatrellus subpes-caprae,holotype,high,GenBank /type_material qualifier,holotype of Albatrellus subpes-caprae,BJFC:037606,PQ032042,yes,1,NR_199240 Albatrellus subpes-caprae BJFC:037606,https://www.ncbi.nlm.nih.gov/nuccore/NR_199240
NR_199735,Jackrogersella cohaerens,ex-epitype,high,GenBank /type_material qualifier,culture from epitype of Sphaeria cohaerens,CBS:119126,KY610396,yes,1,NR_199735 Jackrogersella cohaerens Germany,https://www.ncbi.nlm.nih.gov/nuccore/NR_199735
NR_199779,Inocybe leucophaea,holotype,high,GenBank /type_material qualifier,holotype of Inocybe leucophaea,PC:0088783,PQ526676,yes,1,NR_199779 Inocybe leucophaea PC:0088783 Lusaka ZM,https://www.ncbi.nlm.nih.gov/nuccore/NR_199779
NR_200288,Ephemerocybe cinereopallida,holotype,high,GenBank /type_material qualifier,holotype of Coprinellus cinereopallidus,SZMC:NL-0177,HQ847001,yes,1,NR_200288 Ephemerocybe cinereopallida,https://www.ncbi.nlm.nih.gov/nuccore/NR_200288
NR_200295,Hymenoscyphus hyaloexcipulus,holotype,high,GenBank /type_material qualifier,holotype of Hymenoscyphus hyaloexcipulus,HMAS:188542,JX977145,yes,1,NR_200295 Hymenoscyphus hyaloexcipulus HMAS:188542,https://www.ncbi.nlm.nih.gov/nuccore/NR_200295
NR_200296,Hymenoscyphus subsymmetricus,holotype,high,GenBank /type_material qualifier,holotype of Hymenoscyphus subsymmetricus,HMAS:264021,JX977153,yes,1,NR_200296 Hymenoscyphus subsymmetricus HMAS:264021,https://www.ncbi.nlm.nih.gov/nuccore/NR_200296
NR_200297,Hymenoscyphus microcaudatus,holotype,high,GenBank /type_material qualifier,holotype of Hymenoscyphus microcaudatus,HMAS:264020,JX977156,yes,1,NR_200297 Hymenoscyphus microcaudatus HMAS:264020,https://www.ncbi.nlm.nih.gov/nuccore/NR_200297
NR_200298,Hymenoscyphus brevicellulus,holotype,high,GenBank /type_material qualifier,holotype of Hymenoscyphus brevicellulus,HMAS:264018,JX977162,yes,1,NR_200298 Hymenoscyphus brevicellulus HMAS:264018,https://www.ncbi.nlm.nih.gov/nuccore/NR_200298
NR_200319,Fomitiporia rondonii,holotype,high,GenBank /type_material qualifier,holotype of Fomitiporia rondonii,FLOR:58557,KU663322,yes,1,NR_200319 Fomitiporia rondonii FLOR 58557 from TYPE material Brazil: Mato Grosso,https://www.ncbi.nlm.nih.gov/nuccore/NR_200319
NR_200332,Phaeotremella lacus,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Phaeotremella lacus,CBS:15416,MG909557,yes,1,NR_200332 Phaeotremella lacus China,https://www.ncbi.nlm.nih.gov/nuccore/NR_200332
NR_200343,Mycena miscanthi,holotype,high,GenBank /type_material qualifier,holotype of Mycena miscanthi,HMJAU:43584,MK309779,yes,1,NR_200343 Mycena miscanthi HMJAU:43584,https://www.ncbi.nlm.nih.gov/nuccore/NR_200343
NR_200344,Mycena hygrophoroides,holotype,high,GenBank /type_material qualifier,holotype of Mycena hygrophoroides,HMJAU:43417,MK309780,yes,1,NR_200344 Mycena hygrophoroides HMJAU:43417,https://www.ncbi.nlm.nih.gov/nuccore/NR_200344
NR_200345,Mycena griseotincta,holotype,high,GenBank /type_material qualifier,holotype of Mycena griseotincta,HMJAU:43800,MK309783,yes,1,NR_200345 Mycena griseotincta HMJAU:43800,https://www.ncbi.nlm.nih.gov/nuccore/NR_200345
NR_200350,Leucocoprinus tephrolepis,holotype,high,GenBank /type_material qualifier,holotype of Leucocoprinus tephrolepis,JBSD:130966,MN483013,yes,1,NR_200350 Leucocoprinus tephrolepis JBSD:130966 Dominican Republic,https://www.ncbi.nlm.nih.gov/nuccore/NR_200350
NR_200351,Leucocoprinus parvipileus,holotype,high,GenBank /type_material qualifier,holotype of Leucocoprinus parvipileus,JBSD:130965,MN483015,yes,1,NR_200351 Leucocoprinus parvipileus JBSD:130965 Dominican Republic,https://www.ncbi.nlm.nih.gov/nuccore/NR_200351
NR_200378,Akanthomyces taiwanicus,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Akanthomyces taiwanicus,NTUCC:20-060,MT974202,yes,1,NR_200378 Akanthomyces taiwanicus,https://www.ncbi.nlm.nih.gov/nuccore/NR_200378
NR_200386,Dermoloma confusum,holotype,high,GenBank /type_material qualifier,holotype of Dermoloma confusum,SAV:F:4420,MW193857,yes,1,NR_200386 Dermoloma confusum SAV:F:4420 Wales GB,https://www.ncbi.nlm.nih.gov/nuccore/NR_200386
NR_200410,Tricholoma imbricatoides,holotype,high,GenBank /type_material qualifier,holotype of Tricholoma imbricatoides,DAOM:985002,MW628100,yes,1,NR_200410 Tricholoma imbricatoides DAOM:985002 Quebec CA,https://www.ncbi.nlm.nih.gov/nuccore/NR_200410
NR_200428,Phellodon submelaleucus,holotype,high,GenBank /type_material qualifier,holotype of Phellodon submelaleucus,BJFC:Cui18614,OL449262,yes,1,NR_200428 Phellodon submelaleucus BJFC:Cui18614,https://www.ncbi.nlm.nih.gov/nuccore/NR_200428
NR_200439,Elaphomyces geminus,holotype,high,GenBank /type_material qualifier,holotype of Elaphomyces geminus,GB:0207643,OP222195,yes,1,NR_200439 Elaphomyces geminus GB:0207643 Sweden,https://www.ncbi.nlm.nih.gov/nuccore/NR_200439
NR_200450,Hannaella pteridophytorum,holotype,high,GenBank /type_material qualifier,holotype of Hannaella pteridophytorum,CGMCC:2.6903,OP470253,yes,1,NR_200450 Hannaella pteridophytorum Yunnan CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_200450
NR_200462,Phaeotremella pini,holotype,high,GenBank /type_material qualifier,holotype of Phaeotremella pini,CGMCC:2.6848,OP470273,yes,1,NR_200462 Phaeotremella pini Tibet Autonomous Region CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_200462
NR_200507,Trechispora tongdaoensis,holotype,high,GenBank /type_material qualifier,holotype of Trechispora tongdaoensis,MHHNU:11083,OP959651,yes,1,NR_200507 Trechispora tongdaoensis MHHNU:11083 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_200507
NR_200524,Inocybe bidumensis,holotype,high,GenBank /type_material qualifier,holotype of Inocybe bidumensis,GB:0207649,OQ572784,yes,1,NR_200524 Inocybe bidumensis GB:0207649 Sweden,https://www.ncbi.nlm.nih.gov/nuccore/NR_200524
NR_200529,Lulesia neofallax,holotype,high,GenBank /type_material qualifier,holotype of Clitocella neofallax,HKAS:128149,OQ755418,yes,1,NR_200529 Lulesia neofallax HKAS:128149 Yunnan CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_200529
NR_200579,Paragongromeriza sinensis,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Paragongromeriza sinensis,CGMCC:3.25515,OR680535,yes,1,NR_200579 Paragongromeriza sinensis China,https://www.ncbi.nlm.nih.gov/nuccore/NR_200579
NR_200589,Tuber arriacaense,holotype,high,GenBank /type_material qualifier,holotype of Tuber arriacaense,AH:49254,OR799979,yes,1,NR_200589 Tuber arriacaense AH:49254 Guadalajara ES,https://www.ncbi.nlm.nih.gov/nuccore/NR_200589
NR_200593,Hydnellum decurrata,holotype,high,GenBank /type_material qualifier,holotype of Hydnellum decurrata,BJFC:Cui23050,OR813993,yes,1,NR_200593 Hydnellum decurrata BJFC:Cui23050,https://www.ncbi.nlm.nih.gov/nuccore/NR_200593
NR_200597,Hydnellum succulentus,holotype,high,GenBank /type_material qualifier,holotype of Hydnellum succulentus,BJFC:Dai19953,OR814007,yes,1,NR_200597 Hydnellum succulentus BJFC:Dai19953,https://www.ncbi.nlm.nih.gov/nuccore/NR_200597
NR_200598,Hydnellum xanthopus,holotype,high,GenBank /type_material qualifier,holotype of Hydnellum xanthopus,BJFC:Cui18618,OR814012,yes,1,NR_200598 Hydnellum xanthopus BJFC:Cui18618,https://www.ncbi.nlm.nih.gov/nuccore/NR_200598
NR_200599,Phellodon albomarginatus,holotype,high,GenBank /type_material qualifier,holotype of Phellodon albomarginatus,BJFC:Dai19880,OR814014,yes,1,NR_200599 Phellodon albomarginatus BJFC:Dai19880,https://www.ncbi.nlm.nih.gov/nuccore/NR_200599
