accession,organism,suspected_status,confidence,evidence_source,evidence_text,voucher,refseq_source_accession,source_accession_in_mycomap_list,dikarya_jobs_containing,example_tip_label,ncbi_url
NR_177612,Entoloma caeruleomarginatum,holotype,high,GenBank /type_material qualifier,holotype of Entoloma caeruleomarginatum,UCH:11744,MZ611658,yes,5,NR_177612 Entoloma caeruleomarginatum UCH:11744 Panama,https://www.ncbi.nlm.nih.gov/nuccore/NR_177612
NR_177613,Entoloma amistadosericellum,holotype,high,GenBank /type_material qualifier,holotype of Entoloma amistadosericellum,M:KaiR612,MZ611663,yes,5,NR_177613 Entoloma amistadosericellum M:KaiR612 Panama,https://www.ncbi.nlm.nih.gov/nuccore/NR_177613
NR_177616,Entoloma flavoconicum,holotype,high,GenBank /type_material qualifier,holotype of Entoloma flavoconicum,UCH:9226,MZ611667,yes,5,NR_177616 Entoloma favoconicum UCH:9226 Panama,https://www.ncbi.nlm.nih.gov/nuccore/NR_177616
NR_182334,Fulvifomes floridanus,isotype,high,GenBank /type_material qualifier,isotype of Fulvifomes floridanus,BJFC:JV 0904_76,MH390424,yes,5,NR_182334 Fulvifomes floridanus BJFC:JV 0904_76 United States,https://www.ncbi.nlm.nih.gov/nuccore/NR_182334
NR_182455,Clitocybula lacerata,neotype,high,GenBank /type_material qualifier,neotype of Agaricus laceratus,PRM:951559,MK713541,yes,5,NR_182455 Clitocybula lacerata PRM:951559 Slovenia,https://www.ncbi.nlm.nih.gov/nuccore/NR_182455
NR_182482,Amanita vidua,holotype,high,GenBank /type_material qualifier,holotype of Amanita vidua,LIP:0401591,OM451554,yes,5,NR_182482.1 Amanita vidua specimen_voucher LIP 0401591 holotype,https://www.ncbi.nlm.nih.gov/nuccore/NR_182482
NR_182487,Entoloma indikon,holotype,high,GenBank /type_material qualifier,holotype of Entoloma indikon,C:DMS-10034015,ON008485,yes,5,NR_182487 Entoloma indikon C:DMS-10034015 Denmark,https://www.ncbi.nlm.nih.gov/nuccore/NR_182487
NR_182520,Thaxterogaster monaensis,holotype,high,GenBank /type_material qualifier,holotype of Thaxterogaster monaensis,K(M):264670,OP295482,no,5,NR_182520 Thaxterogaster monaensis K(M):264670 Wales GB,https://www.ncbi.nlm.nih.gov/nuccore/NR_182520
NR_182537,Clavariadelphus xanthocephalus,holotype,high,GenBank /type_material qualifier,holotype of Clavariadelphus xanthocephalus,ZT:Myc 54987,MT055901,yes,5,NR_182537 Clavariadelphus xanthocephalus ZT:Myc 54987 Graubünden CH,https://www.ncbi.nlm.nih.gov/nuccore/NR_182537
NR_182575,Mallocybe picea,holotype,high,GenBank /type_material qualifier,holotype of Mallocybe picea,BJTC:FM555,OM801896,yes,5,NR_182575 Mallocybe picea BJTC:FM555 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_182575
NR_182596,Inocybe mediterranea,paratype,high,GenBank /type_material qualifier,paratype of Inocybe mediterranea,AMB:18931,ON361590,yes,5,NR_182596 Inocybe mediterranea AMB:18931 Ragusa IT,https://www.ncbi.nlm.nih.gov/nuccore/NR_182596
NR_182690,Lactifluus albidopectinatus,holotype,high,GenBank /type_material qualifier,holotype of Lactifluus albidopectinatus,SFC:20160726-09,MN215370,yes,5,NR_182690 Lactifluus albidopectinatus SFC:20160726-09 South Korea,https://www.ncbi.nlm.nih.gov/nuccore/NR_182690
NR_182706,Squamanita imbachii,holotype,high,GenBank /type_material qualifier,holotype of Squamanita imbachii,TENN:F-71000,MZ983517,yes,5,NR_182706 Squamanita imbachii TENN:F-71000 United States,https://www.ncbi.nlm.nih.gov/nuccore/NR_182706
NR_182713,Fomitopsis oboensis,holotype,high,GenBank /type_material qualifier,holotype of Niveoporofomes oboensis,MUCL:53518,OM366266,yes,5,NR_182713 Niveoporofomes oboensis Príncipe ST,https://www.ncbi.nlm.nih.gov/nuccore/NR_182713
NR_182890,Atheniella taoyao,holotype,high,GenBank /type_material qualifier,holotype of Atheniella taoyao,FFAAS:0352,MW969656,yes,5,NR_182890 Atheniella taoyao FFAAS:0352 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_182890
NR_182891,Atheniella rutila,holotype,high,GenBank /type_material qualifier,holotype of Atheniella rutila,FFAAS:0354,MW969658,yes,5,NR_182891 Atheniella rutila FFAAS:0354 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_182891
NR_184472,Inocybe subgiacomi,holotype,high,GenBank /type_material qualifier,holotype of Inocybe subgiacomi,TUR:A199032,MK153665,yes,5,NR_184472 Inocybe subgiacomi TUR:A199032 Sweden,https://www.ncbi.nlm.nih.gov/nuccore/NR_184472
NR_184478,Entoloma dirensis,holotype,high,GenBank /type_material qualifier,holotype of Entoloma dirensis,LAH:36947,MZ157271,yes,5,NR_184478 Entoloma dirensis LAH:36947 Pakistan,https://www.ncbi.nlm.nih.gov/nuccore/NR_184478
NR_184505,Inocybe tyrii,holotype,high,GenBank /type_material qualifier,holotype of Inocybe tyrii,STU:SMNS-STU-F-0901679,ON003434,yes,5,NR_184505 Inocybe tyrii STU:SMNS-STU-F-0901679 Germany,https://www.ncbi.nlm.nih.gov/nuccore/NR_184505
NR_184958,Brasilioporus simoniarum,holotype,high,GenBank /type_material qualifier,holotype of Brasilioporus simoniarum,VIES:9901327,OM068905,yes,5,NR_184958 Brasilioporus simoniarum VIES:9901327 Santa Catarina BR,https://www.ncbi.nlm.nih.gov/nuccore/NR_184958
NR_184981,Marasmius rubicundus,epitype,high,GenBank /type_material qualifier,epitype of Marasmius haematocephalus var. rubicundus,SP:445549,ON502658,yes,5,NR_184981 Marasmius rubicundus SP:445549,https://www.ncbi.nlm.nih.gov/nuccore/NR_184981
NR_184982,Marasmius auranticapitatus,holotype,high,GenBank /type_material qualifier,holotype of Marasmius auranticapitatus,SP:445584,ON502670,yes,5,NR_184982 Marasmius auranticapitatus SP:445584,https://www.ncbi.nlm.nih.gov/nuccore/NR_184982
NR_184983,Marasmius roseus,holotype,high,GenBank /type_material qualifier,holotype of Marasmius roseus,SP:445510,ON502678,yes,5,NR_184983 Marasmius roseus SP:445510,https://www.ncbi.nlm.nih.gov/nuccore/NR_184983
NR_184984,Marasmius coasiaticus,holotype,high,GenBank /type_material qualifier,holotype of Marasmius coasiaticus,SP:445502,ON502681,yes,5,NR_184984 Marasmius coasiaticus SP:445502,https://www.ncbi.nlm.nih.gov/nuccore/NR_184984
NR_185378,Hebeloma lindae,holotype,high,GenBank /type_material qualifier,holotype of Hebeloma lindae,BR<BEL>:BR5020184115555,KX765812,yes,5,NR_185378 Hebeloma lindae BR:BR5020184115555 Spain,https://www.ncbi.nlm.nih.gov/nuccore/NR_185378
NR_185411,Hemileccinum brunneotomentosum,holotype,high,GenBank /type_material qualifier,holotype of Boletus brunneotomentosus,CFMR:BZ-2413 BOS-485,MN250196,yes,5,NR_185411 Boletus brunneotomentosus CFMR:BZ-2413 BOS-485 Belize,https://www.ncbi.nlm.nih.gov/nuccore/NR_185411
NR_185425,Inocybe tjallingiorum,holotype,high,GenBank /type_material qualifier,holotype of Inocybe tjallingiorum,L:L-0053540,MW845929,yes,5,NR_185425 Inocybe tjallingiorum L:L-0053540 Netherlands,https://www.ncbi.nlm.nih.gov/nuccore/NR_185425
NR_185437,Inocybe sepiana,holotype,high,GenBank /type_material qualifier,holotype of Inocybe sepiana,STU:SMNS-STU-F-0901687,OP164056,yes,5,NR_185437 Inocybe sepiana STU:SMNS-STU-F-0901687 Germany,https://www.ncbi.nlm.nih.gov/nuccore/NR_185437
NR_185444,Inocybe soluta,epitype,high,GenBank /type_material qualifier,epitype of Inocybe soluta,STU:SMNS-STU-F-0901727,OP164093,yes,5,NR_185444 Inocybe soluta STU:SMNS-STU-F-0901727 Germany,https://www.ncbi.nlm.nih.gov/nuccore/NR_185444
NR_185624,Mycorrhaphium subadustum,holotype,high,GenBank /type_material qualifier,holotype of Mycorrhaphium subadustum,IFP:019374,MW491378,yes,5,NR_185624 Mycorrhaphium subadustum IFP:019374 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_185624
NR_185718,Heteroxylaria rohrensis,holotype,high,GenBank /type_material qualifier,holotype of Xylaria rohrensis,HAST:145766,ON261187,yes,5,NR_185718 Xylaria rohrensis HAST:145766 Styria AT,https://www.ncbi.nlm.nih.gov/nuccore/NR_185718
NR_185803,Geastrum melanorhynchum,holotype,high,GenBank /type_material qualifier,holotype of Geastrum melanorhynchum,HMJAU:65764,OP964617,yes,5,NR_185803 Geastrum melanorhynchum HMJAU:65764,https://www.ncbi.nlm.nih.gov/nuccore/NR_185803
NR_186964,Lentinula detonsa,neotype,high,GenBank /type_material qualifier,neotype of Lentinus detonsus,TENN:53824,MW508935,yes,5,NR_186964 Lentinula detonsa TENN:53824 Costa Rica,https://www.ncbi.nlm.nih.gov/nuccore/NR_186964
NR_186965,Lentinula guzmanii,holotype,high,GenBank /type_material qualifier,holotype of Lentinula guzmanii,TENN:55247,MW508945,yes,5,NR_186965 Lentinula guzmanii TENN:55247 Mexico MX,https://www.ncbi.nlm.nih.gov/nuccore/NR_186965
NR_186993,Scleroderma furfuraceum,holotype,high,GenBank /type_material qualifier,holotype of Scleroderma furfuraceum,LE<RUS>:F342317,OM874610,yes,5,NR_186993 Scleroderma furfuraceum LE:F342317 Russia,https://www.ncbi.nlm.nih.gov/nuccore/NR_186993
NR_189343,Hymenoscyphus yui,holotype,high,GenBank /type_material qualifier,holotype of Hymenoscyphus yui,HMAS:266595,KJ472303,yes,5,NR_189343 Hymenoscyphus yui,https://www.ncbi.nlm.nih.gov/nuccore/NR_189343
NR_189781,Agaricus pseudopurpurellus,holotype,high,GenBank /type_material qualifier,holotype of Agaricus pseudopurpurellus,HMAS:275745,KX656988,yes,5,NR_189781 Agaricus pseudopurpurellus HMAS:275745 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_189781
NR_189800,Ramaria formosa,epitype,high,GenBank /type_material qualifier,epitype of Clavaria formosa,AMB:18199,KY626155,yes,5,NR_189800 Ramaria formosa AMB:18199 Vicenza IT,https://www.ncbi.nlm.nih.gov/nuccore/NR_189800
NR_189946,Scytinostroma acystidiatum,holotype,high,GenBank /type_material qualifier,holotype of Scytinostroma acystidiatum,BJFC:039842,OQ689127,yes,5,NR_189946 Scytinostroma acystidiatum BJFC:039842 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_189946
NR_189952,Luteodorsum huanglongense,holotype,high,GenBank /type_material qualifier,holotype of Luteodorsum huanglongense,HMAS:256997,OQ801492,yes,5,NR_189952 Luteodorsum huanglongense HMAS:256997 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_189952
NR_190943,Cortinarius floridaensis,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius floridaensis,K:M 001434095,ON843399,yes,5,NR_190943 Cortinarius floridaensis K:M 001434095 Colorado US,https://www.ncbi.nlm.nih.gov/nuccore/NR_190943
NR_191067,Auricularia camposii,holotype,high,GenBank /type_material qualifier,holotype of Auricularia camposii,URM<BRA>:76905,MH213351,yes,5,NR_191067 Auricularia camposii URM:76905 Brazil,https://www.ncbi.nlm.nih.gov/nuccore/NR_191067
NR_191109,Pluteus atypicus,holotype,high,GenBank /type_material qualifier,holotype of Pluteus atypicus,LE<RUS>:313057,MT611239,yes,5,NR_191109 Pluteus atypicus LE 313057 from TYPE material LE:313057,https://www.ncbi.nlm.nih.gov/nuccore/NR_191109
NR_191126,Entoloma timidum,holotype,high,GenBank /type_material qualifier,holotype of Entoloma timidum,LE<RUS>:312480,MZ145197,yes,5,NR_191126 Entoloma timidum LE:312480 Karachay-Cherkessia RU,https://www.ncbi.nlm.nih.gov/nuccore/NR_191126
NR_191280,Helvella xiaohuipan,holotype,high,GenBank /type_material qualifier,holotype of Helvella xiaohuipan,BJTC:FM2317,OR355079,yes,5,NR_191280 Melanoleuca sp. 'BC01' BJTC:FM2317,https://www.ncbi.nlm.nih.gov/nuccore/NR_191280
NR_191321,Agaricus sinoagrocyboides,holotype,high,GenBank /type_material qualifier,holotype of Agaricus sinoagrocyboides,HMJAU:67738,OR690292,yes,5,NR_191321 Agaricus sinoagrocyboides HMJAU:67738 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_191321
NR_197842,Pluteus thomensis,holotype,high,GenBank /type_material qualifier,holotype of Pluteus thomensis,SFSU:DED 8333,MG968800,yes,5,NR_197842 Pluteus thomensis SFSU:DED 8333 Príncipe ST,https://www.ncbi.nlm.nih.gov/nuccore/NR_197842
NR_198053,Hygrophorus aesculeticola,holotype,high,GenBank /type_material qualifier,holotype of Hygrophorus aesculeticola,DAOM:984968,MK020098,yes,5,NR_198053 Hygrophorus aesculeticola DAOM:984968 United States,https://www.ncbi.nlm.nih.gov/nuccore/NR_198053
NR_198114,Amanita alboradicata,holotype,high,GenBank /type_material qualifier,holotype of Amanita alboradicata,MHHNU:10531,MW016759,yes,5,NR_198114 Amanita alboradicata MHHNU:10531,https://www.ncbi.nlm.nih.gov/nuccore/NR_198114
NR_198149,Russula photinia,holotype,high,GenBank /type_material qualifier,holotype of Russula photinia,HBAU:15536,MZ573250,yes,5,NR_198149 Russula photinia HBAU:15536 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_198149
NR_198277,Cyathus asiaticus,holotype,high,GenBank /type_material qualifier,holotype of Cyathus asiaticus,SWFC:00019445,OP251005,yes,5,NR_198277 Cyathus asiaticus SWFC:00019445,https://www.ncbi.nlm.nih.gov/nuccore/NR_198277
NR_198295,Hygrophorus armeniacus,holotype,high,GenBank /type_material qualifier,holotype of Hygrophorus armeniacus,GDGM:82364,OP547665,yes,5,NR_198295 Hygrophorus armeniacus GDGM:82364 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_198295
NR_198331,Hygrophorus viridiflavidus,holotype,high,GenBank /type_material qualifier,holotype of Hygrophorus viridiflavidus,BJTC:FM978,OP699731,yes,5,NR_198331 Hygrophorus viridiflavidus BJTC:FM978 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_198331
NR_198366,Porogramme principes,holotype,high,GenBank /type_material qualifier,holotype of Porogramme principes,LISU:254185,OQ118402,yes,5,NR_198366 Porogramme principes LISU:254185 Pagué ST,https://www.ncbi.nlm.nih.gov/nuccore/NR_198366
NR_198477,Russula paragraveolens,holotype,high,GenBank /type_material qualifier,holotype of Russula paragraveolens,HMAS:281158,OQ871504,yes,5,NR_198477.1 Russula paragraveolens specimen_voucher HMAS 281158 China Jilin holotype,https://www.ncbi.nlm.nih.gov/nuccore/NR_198477
NR_198684,Pholiotina bispora,holotype,high,GenBank /type_material qualifier,holotype of Pholiotina bispora,HMJAU:65072,OR995686,yes,5,NR_198684 Pholiotina bispora HMJAU:65072,https://www.ncbi.nlm.nih.gov/nuccore/NR_198684
NR_198685,Pholiotina brevipila,holotype,high,GenBank /type_material qualifier,holotype of Pholiotina brevipila,HMJAU:65082,OR995687,yes,5,NR_198685 Pholiotina brevipila HMJAU:65082,https://www.ncbi.nlm.nih.gov/nuccore/NR_198685
NR_198686,Pholiotina changbaishanensis,holotype,high,GenBank /type_material qualifier,holotype of Pholiotina changbaishanensis,HMJAU:65101,OR995689,yes,5,NR_198686.1 Pholiotina changbaishanensis HOLOTYPE China,https://www.ncbi.nlm.nih.gov/nuccore/NR_198686
NR_198687,Pholiotina communis,holotype,high,GenBank /type_material qualifier,holotype of Pholiotina communis,HMJAU:65039,OR995692,yes,5,NR_198687 Pholiotina communis HMJAU:65039,https://www.ncbi.nlm.nih.gov/nuccore/NR_198687
NR_198690,Pholiotina liudingshanensis,holotype,high,GenBank /type_material qualifier,holotype of Pholiotina liudingshanensis,HMJAU:65053,OR995700,yes,5,NR_198690 Pholiotina liudingshanensis HMJAU:65053,https://www.ncbi.nlm.nih.gov/nuccore/NR_198690
NR_198692,Pholiotina rostellulata,holotype,high,GenBank /type_material qualifier,holotype of Pholiotina rostellulata,HMJAU:65050,OR995706,yes,5,NR_198692 Pholiotina rostellulata HMJAU:65050,https://www.ncbi.nlm.nih.gov/nuccore/NR_198692
NR_198720,Inocybe querciphila,holotype,high,GenBank /type_material qualifier,holotype of Inocybe querciphila,AH:51897,PP262644,yes,5,NR_198720 Inocybe querciphila AH:51897 FR,https://www.ncbi.nlm.nih.gov/nuccore/NR_198720
NR_198860,Tricholosporum caraibicum,holotype,high,GenBank /type_material qualifier,holotype of Tricholosporum caraibicum,JBSD:125216,PQ373801,yes,5,NR_198860 Tricholosporum caraibicum JBSD:125216 Puerto Plata DO,https://www.ncbi.nlm.nih.gov/nuccore/NR_198860
NR_199768,Chromosera lilacifolia var. totililacicolor,holotype,high,GenBank /type_material qualifier,holotype of Chromosera lilacifolia var. totililacicolor,DAOM:985251,PQ182943,yes,5,NR_199768 Chromosera lilacifolia var. totililacicolor DAOM:985251 Quebec CA,https://www.ncbi.nlm.nih.gov/nuccore/NR_199768
NR_200041,Cortinarius quercipalustris,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius quercipalustris,FLAS:F-73130,PP850686,yes,5,NR_200041 Cortinarius quercipalustris FLAS:F-73130 Florida US,https://www.ncbi.nlm.nih.gov/nuccore/NR_200041
NR_200505,Clitocybe epixyla,holotype,high,GenBank /type_material qualifier,holotype of Clitocybe epixyla,KUN-HKAS:105576,OP626916,yes,5,NR_200505 Clitocybe epixyla KUN-HKAS:105576 Gansu CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_200505
NR_200671,Luteochaete odontoidea,holotype,high,GenBank /type_material qualifier,holotype of Luteochaete odontoidea,BJFC:030682,PP549552,yes,5,NR_200671.1 Luteochaete odontoidea BJFC 030682 ITS region; from TYPE material,https://www.ncbi.nlm.nih.gov/nuccore/NR_200671
NR_202306,Marasmius durifagus,holotype,high,GenBank /type_material qualifier,holotype of Marasmius durifagus,PDD:96918,OQ282796,yes,5,NR_202306 Marasmius durifagus PDD:96918 New Zealand,https://www.ncbi.nlm.nih.gov/nuccore/NR_202306
NR_202310,Mallocybe longquanensis,holotype,high,GenBank /type_material qualifier,holotype of Mallocybe longquanensis,SICAU:22-0164,OQ434283,yes,5,NR_202310 Mallocybe longquanensis SICAU:22-0164 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_202310
NR_202603,Marasmius leppii,holotype,high,GenBank /type_material qualifier,holotype of Marasmius leppii,CANB:74279,PV016897,yes,5,NR_202603 Marasmius leppii CANB:74279 New South Wales AU,https://www.ncbi.nlm.nih.gov/nuccore/NR_202603
NR_202800,Gymnopus linzhiensis,holotype,high,GenBank /type_material qualifier,holotype of Gymnopus linzhiensis,HMAS:2880122,PV815626,yes,5,NR_202800 Gymnopus linzhiensis HMAS:2880122 Tibet Autonomous Region CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_202800
LN850570,Entoloma lupinum,holotype,high,GenBank /type_material qualifier,holotype of Entoloma lupinum,holotype 13/14 TUR,,,4,LN850570 Entoloma lupinum holotype 13/14 TUR,https://www.ncbi.nlm.nih.gov/nuccore/LN850570
NG_064179,Flammulina stratosa,type,high,GenBank /type_material qualifier,type material of Flammulina stratosa,CBS:101408,MH874341,no,4,"NG_064179.1 Flammulina stratosa CBS 101408 28S rRNA gene, partial sequence; from TYPE material",https://www.ncbi.nlm.nih.gov/nuccore/NG_064179
NG_070835,Strobilurus pachycystidiatus,holotype,high,GenBank /type_material qualifier,holotype of Strobilurus pachycystidiatus,HKAS:83365,MF063094,no,4,"NG_070835.1 Strobilurus pachycystidiatus HKAS 83365 28S rRNA gene, partial sequence; from TYPE material",https://www.ncbi.nlm.nih.gov/nuccore/NG_070835
NG_243952,Cryptomarasmius changchunensis,holotype,high,GenBank /type_material qualifier,holotype of Cryptomarasmius changchunensis,HMJAU:68269,OR915248,no,4,"NG_243952.1 Cryptomarasmius changchunensis HMJAU 68269 28S rRNA gene, partial sequence; from TYPE material",https://www.ncbi.nlm.nih.gov/nuccore/NG_243952
NR_119477,Cystoderma tuomikoskii,holotype,high,GenBank /type_material qualifier,holotype of Cystoderma tuomikoskii,H:RT23.08.1974,AM946505,no,4,NR_119477 Cystoderma tuomikoskii H:RT23.08.1974 Finland,https://www.ncbi.nlm.nih.gov/nuccore/NR_119477
NR_119478,Cystodermella papallactae,isotype,high,GenBank /type_material qualifier,isotype of Cystodermella papallactae,C:58002,AM946521,no,4,NR_119478 Cystodermella papallactae C:58002 Ecuador,https://www.ncbi.nlm.nih.gov/nuccore/NR_119478
NR_119520,Chlorociboria aeruginascens subsp. australis,holotype,high,GenBank /type_material qualifier,holotype of Chlorociboria aeruginascens subsp. australis,PDD:74101,AY755351,yes,4,NR_119520 Chlorociboria aeruginascens subsp. australis PDD:74101 New Zealand,https://www.ncbi.nlm.nih.gov/nuccore/NR_119520
NR_119675,Boletus subalpinus,isotype,high,GenBank /type_material qualifier,isotype of Gastroboletus subalpinus,MICH:5399,EU231989,yes,4,NR_119675.1 Boletus subalpinus TYPE OR (sister to regineus),https://www.ncbi.nlm.nih.gov/nuccore/NR_119675
NR_119723,Aleurodiscus fujii,holotype,high,GenBank /type_material qualifier,holotype of Neoaleurodiscus fujii,TNM:F22083,FJ799922,no,4,NR_119723 Neoaleurodiscus fujii TNM:F22083 Japan,https://www.ncbi.nlm.nih.gov/nuccore/NR_119723
NR_119790,Cortinarius saturniorum,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius saturniorum,PDD:67176,GU233337,yes,4,NR_119790 Cortinarius saturniorum PDD:67176 New Zealand,https://www.ncbi.nlm.nih.gov/nuccore/NR_119790
NR_119884,Clavaria californica,holotype,high,GenBank /type_material qualifier,holotype of Clavaria californica,TENN:026785,HQ179660,yes,4,NR_119884 Clavaria californica TENN:026785 California US,https://www.ncbi.nlm.nih.gov/nuccore/NR_119884
NR_119887,Pulverulina ulmicola,holotype,high,GenBank /type_material qualifier,holotype of Clitocybe ulmicola,TENN:029208,HQ179667,yes,4,NR_119887 Clitocybe ulmicola TENN:029208 Tennessee US,https://www.ncbi.nlm.nih.gov/nuccore/NR_119887
NR_119889,Entoloma alboumbonatum,holotype,high,GenBank /type_material qualifier,holotype of Entoloma alboumbonatum,TENN:020467,HQ179670,yes,4,NR_119889 Entoloma alboumbonatum TENN:020467 Tennessee US,https://www.ncbi.nlm.nih.gov/nuccore/NR_119889
NR_119904,Inocybe pyrotricha,holotype,high,GenBank /type_material qualifier,holotype of Inocybe pyrotricha,WTU:F-063181,HQ222005,yes,4,NR_119904 Inocybe pyrotricha WTU:F-063181 Washington US,https://www.ncbi.nlm.nih.gov/nuccore/NR_119904
NR_119947,Agaricus inilleasper,holotype,high,GenBank /type_material qualifier,holotype of Agaricus inilleasper,PERTH:M. Castellano H4452,JF495067,yes,4,NR_119947 Agaricus inilleasper PERTH:M. Castellano H4452,https://www.ncbi.nlm.nih.gov/nuccore/NR_119947
NR_119952,Agaricus microvolvatulus,type,high,GenBank /type_material qualifier,type material of Agaricus microvolvatulus,personal:Grinling:70109,JF514524,yes,4,NR_119952 Agaricus microvolvatulus personal:Grinling:70109,https://www.ncbi.nlm.nih.gov/nuccore/NR_119952
NR_120038,Inocybe redolens,holotype,high,GenBank /type_material qualifier,holotype of Inocybe redolens,PERTH:E7034,JQ085933,yes,4,NR_120038 Inocybe redolens PERTH:E7034 Western Australia AU,https://www.ncbi.nlm.nih.gov/nuccore/NR_120038
NR_121425,Hypomyces semicircularis,type,high,GenBank /type_material qualifier,type material of Hypomyces semicircularis,CBS:705.88,FN859417,no,4,NR_121425 Cladobotryum semicirculare,https://www.ncbi.nlm.nih.gov/nuccore/NR_121425
NR_130200,Calonarius calojanthinus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius calojanthinus,IB:19970220,KF732272,yes,4,NR_130200 Cortinarius calojanthinus IB:19970220 United States,https://www.ncbi.nlm.nih.gov/nuccore/NR_130200
NR_130216,Phlegmacium eliae,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius eliae,G:00126735,KF732299,yes,4,NR_130216 Cortinarius eliae G:00126735 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_130216
NR_130232,Thaxterogaster multiformis,neotype,high,GenBank /type_material qualifier,neotype of Cortinarius multiformis,S:F44806,KF732350,yes,4,NR_130232 Cortinarius multiformis S:F44806 Sweden,https://www.ncbi.nlm.nih.gov/nuccore/NR_130232
NR_130248,Cortinarius pseudogracilior,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius pseudogracilior,PC:P. Moenne-Loccoz 4858,KF732394,yes,4,NR_130248 Cortinarius pseudogracilior PC:P. Moenne-Loccoz 4858 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_130248
NR_130258,Thaxterogaster rufoallutus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius rufoallutus,PC:P. Moenne-Loccoz 635,KF732413,yes,4,NR_130258 Cortinarius rufoallutus PC:P. Moenne-Loccoz 635 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_130258
NR_130260,Calonarius sannio,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius sannio,IB:19970352,KF732420,yes,4,NR_130260 Cortinarius sannio IB:19970352 United States,https://www.ncbi.nlm.nih.gov/nuccore/NR_130260
NR_130264,Phlegmacium sobrium,type,high,GenBank /type_material qualifier,type material of Cortinarius sobrius,H:P. A. Karsten 3235,KF732429,yes,4,NR_130264 Cortinarius sobrius H:P. A. Karsten 3235 Finland,https://www.ncbi.nlm.nih.gov/nuccore/NR_130264
NR_130306,Thaxterogaster talimultiformis,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius talimultiformis,UPS:A. Taylor 2004096,KF732583,yes,4,NR_130306 Cortinarius talimultiformis UPS:A. Taylor 2004096 Sweden,https://www.ncbi.nlm.nih.gov/nuccore/NR_130306
NR_131858,Cortinarius pitkinensis,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius pitkinensis,WTU:F-040015,KP087982,yes,4,NR_131858 Cortinarius pitkinensis WTU:F-040015 North Carolina US,https://www.ncbi.nlm.nih.gov/nuccore/NR_131858
NR_131889,Cortinarius centrirufus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius centrirufus,H:I. Kytovuori 00-037,KP165577,yes,4,NR_131889 Cortinarius centrirufus H:I. Kytovuori 00-037 Finland,https://www.ncbi.nlm.nih.gov/nuccore/NR_131889
NR_132047,Crepidotus malachioides,epitype,high,GenBank /type_material qualifier,epitype of Crepidotus malachioides,SLO:1250,KF154019,yes,4,NR_132047 Crepidotus malachioides SLO:1250 Slovakia,https://www.ncbi.nlm.nih.gov/nuccore/NR_132047
NR_132093,Geoglossum brunneipes,holotype,high,GenBank /type_material qualifier,holotype of Geoglossum brunneipes,AH:44217,KP144090,yes,4,NR_132093 Geoglossum brunneipes AH:44217,https://www.ncbi.nlm.nih.gov/nuccore/NR_132093
NR_132896,Geastrum meridionale,holotype,high,GenBank /type_material qualifier,holotype of Geastrum meridionale,MA:Fungi:87325,KF988412,yes,4,NR_132896 Geastrum meridionale MA:Fungi:87325 Spain,https://www.ncbi.nlm.nih.gov/nuccore/NR_132896
NR_134438,Trichoderma rosulatum,holotype,high,GenBank /type_material qualifier,holotype of Trichoderma rosulatum,HMAS:252548,KF729995,yes,4,NR_134438 Trichoderma rosulatum HMAS:252548 Anhui CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_134438
NR_137573,Fomitiporia nobilissima,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Fomitiporia nobilissima,MUCL:51289,GU461965,yes,4,NR_137573 Fomitiporia nobilissima Gabon,https://www.ncbi.nlm.nih.gov/nuccore/NR_137573
NR_137591,Fomitiporia cupressicola,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Fomitiporia cupressicola,MUCL:52486,JQ087877,yes,4,NR_137591 Fomitiporia cupressicola Mexico,https://www.ncbi.nlm.nih.gov/nuccore/NR_137591
